internal_id,source_name,mercury_story_name,delta_story_form,asset_kind,repo_path,raw_url
SPECIES_ARCANINE_MEGA_REDUX,Arcanine Mega Redux,Mega Delta Arcanine,YES,front,graphics/pokemon/arcanine/mega_redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/mega_redux/front.png
SPECIES_ARCANINE_MEGA_REDUX,Arcanine Mega Redux,Mega Delta Arcanine,YES,back,graphics/pokemon/arcanine/mega_redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/mega_redux/back.png
SPECIES_ARCANINE_MEGA_REDUX,Arcanine Mega Redux,Mega Delta Arcanine,YES,icon,graphics/pokemon/arcanine/mega_redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/mega_redux/icon.png
SPECIES_ARCANINE_MEGA_REDUX,Arcanine Mega Redux,Mega Delta Arcanine,YES,normal_palette,graphics/pokemon/arcanine/mega_redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/mega_redux/normal.pal
SPECIES_ARCANINE_MEGA_REDUX,Arcanine Mega Redux,Mega Delta Arcanine,YES,shiny_palette,graphics/pokemon/arcanine/mega_redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/mega_redux/shiny.pal
SPECIES_AEGISLASH_REDUX_MEGA,Aegislash Redux Mega,Mega Delta Aegislash,YES,front,graphics/pokemon/aegislash/redux_mega/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux_mega/front.png
SPECIES_AEGISLASH_REDUX_MEGA,Aegislash Redux Mega,Mega Delta Aegislash,YES,back,graphics/pokemon/aegislash/redux_mega/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux_mega/back.png
SPECIES_AEGISLASH_REDUX_MEGA,Aegislash Redux Mega,Mega Delta Aegislash,YES,icon,graphics/pokemon/aegislash/redux_mega/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux_mega/icon.png
SPECIES_AEGISLASH_REDUX_MEGA,Aegislash Redux Mega,Mega Delta Aegislash,YES,normal_palette,graphics/pokemon/aegislash/redux_mega/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux_mega/normal.pal
SPECIES_AEGISLASH_REDUX_MEGA,Aegislash Redux Mega,Mega Delta Aegislash,YES,shiny_palette,graphics/pokemon/aegislash/redux_mega/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux_mega/shiny.pal
SPECIES_AEGISLASH_BLADE_REDUX_MEGA,Aegislash Blade Redux Mega,Mega Delta Aegislash Blade,YES,front,graphics/pokemon/aegislash/blade_redux_mega/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux_mega/front.png
SPECIES_AEGISLASH_BLADE_REDUX_MEGA,Aegislash Blade Redux Mega,Mega Delta Aegislash Blade,YES,back,graphics/pokemon/aegislash/blade_redux_mega/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux_mega/back.png
SPECIES_AEGISLASH_BLADE_REDUX_MEGA,Aegislash Blade Redux Mega,Mega Delta Aegislash Blade,YES,icon,graphics/pokemon/aegislash/blade_redux_mega/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux_mega/icon.png
SPECIES_AEGISLASH_BLADE_REDUX_MEGA,Aegislash Blade Redux Mega,Mega Delta Aegislash Blade,YES,normal_palette,graphics/pokemon/aegislash/blade_redux_mega/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux_mega/normal.pal
SPECIES_AEGISLASH_BLADE_REDUX_MEGA,Aegislash Blade Redux Mega,Mega Delta Aegislash Blade,YES,shiny_palette,graphics/pokemon/aegislash/blade_redux_mega/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux_mega/shiny.pal
SPECIES_AEGISLASH_REDUX,Aegislash Redux,Delta Aegislash,YES,front,graphics/pokemon/aegislash/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux/front.png
SPECIES_AEGISLASH_REDUX,Aegislash Redux,Delta Aegislash,YES,back,graphics/pokemon/aegislash/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux/back.png
SPECIES_AEGISLASH_REDUX,Aegislash Redux,Delta Aegislash,YES,icon,graphics/pokemon/aegislash/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux/icon.png
SPECIES_AEGISLASH_REDUX,Aegislash Redux,Delta Aegislash,YES,normal_palette,graphics/pokemon/aegislash/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux/normal.pal
SPECIES_AEGISLASH_REDUX,Aegislash Redux,Delta Aegislash,YES,shiny_palette,graphics/pokemon/aegislash/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/redux/shiny.pal
SPECIES_AEGISLASH_BLADE_REDUX,Aegislash Blade Redux,Delta Aegislash Blade,YES,front,graphics/pokemon/aegislash/blade_redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux/front.png
SPECIES_AEGISLASH_BLADE_REDUX,Aegislash Blade Redux,Delta Aegislash Blade,YES,back,graphics/pokemon/aegislash/blade_redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux/back.png
SPECIES_AEGISLASH_BLADE_REDUX,Aegislash Blade Redux,Delta Aegislash Blade,YES,icon,graphics/pokemon/aegislash/blade_redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux/icon.png
SPECIES_AEGISLASH_BLADE_REDUX,Aegislash Blade Redux,Delta Aegislash Blade,YES,normal_palette,graphics/pokemon/aegislash/blade_redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux/normal.pal
SPECIES_AEGISLASH_BLADE_REDUX,Aegislash Blade Redux,Delta Aegislash Blade,YES,shiny_palette,graphics/pokemon/aegislash/blade_redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/aegislash/blade_redux/shiny.pal
SPECIES_ABRA_REDUX,Abra Redux,Delta Abra,YES,front,graphics/pokemon/abra/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/abra/redux/front.png
SPECIES_ABRA_REDUX,Abra Redux,Delta Abra,YES,back,graphics/pokemon/abra/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/abra/redux/back.png
SPECIES_ABRA_REDUX,Abra Redux,Delta Abra,YES,icon,graphics/pokemon/abra/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/abra/redux/icon.png
SPECIES_ABRA_REDUX,Abra Redux,Delta Abra,YES,normal_palette,graphics/pokemon/abra/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/abra/redux/normal.pal
SPECIES_ABRA_REDUX,Abra Redux,Delta Abra,YES,shiny_palette,graphics/pokemon/abra/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/abra/redux/shiny.pal
SPECIES_ALAKAZAM_REDUX,Alakazam Redux,Delta Alakazam,YES,front,graphics/pokemon/alakazam/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/alakazam/redux/front.png
SPECIES_ALAKAZAM_REDUX,Alakazam Redux,Delta Alakazam,YES,back,graphics/pokemon/alakazam/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/alakazam/redux/back.png
SPECIES_ALAKAZAM_REDUX,Alakazam Redux,Delta Alakazam,YES,icon,graphics/pokemon/alakazam/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/alakazam/redux/icon.png
SPECIES_ALAKAZAM_REDUX,Alakazam Redux,Delta Alakazam,YES,normal_palette,graphics/pokemon/alakazam/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/alakazam/redux/normal.pal
SPECIES_ALAKAZAM_REDUX,Alakazam Redux,Delta Alakazam,YES,shiny_palette,graphics/pokemon/alakazam/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/alakazam/redux/shiny.pal
SPECIES_ARCANINE_REDUX,Arcanine Redux,Delta Arcanine,YES,front,graphics/pokemon/arcanine/redux/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/redux/front.png
SPECIES_ARCANINE_REDUX,Arcanine Redux,Delta Arcanine,YES,back,graphics/pokemon/arcanine/redux/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/redux/back.png
SPECIES_ARCANINE_REDUX,Arcanine Redux,Delta Arcanine,YES,icon,graphics/pokemon/arcanine/redux/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/redux/icon.png
SPECIES_ARCANINE_REDUX,Arcanine Redux,Delta Arcanine,YES,normal_palette,graphics/pokemon/arcanine/redux/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/redux/normal.pal
SPECIES_ARCANINE_REDUX,Arcanine Redux,Delta Arcanine,YES,shiny_palette,graphics/pokemon/arcanine/redux/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/arcanine/redux/shiny.pal
SPECIES_BOARLOCK,Boarlock,Boarlock,NO,front,graphics/pokemon/boarlock/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/boarlock/front.png
SPECIES_BOARLOCK,Boarlock,Boarlock,NO,back,graphics/pokemon/boarlock/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/boarlock/back.png
SPECIES_BOARLOCK,Boarlock,Boarlock,NO,icon,graphics/pokemon/boarlock/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/boarlock/icon.png
SPECIES_BOARLOCK,Boarlock,Boarlock,NO,normal_palette,graphics/pokemon/boarlock/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/boarlock/normal.pal
SPECIES_BOARLOCK,Boarlock,Boarlock,NO,shiny_palette,graphics/pokemon/boarlock/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/boarlock/shiny.pal
SPECIES_BEEFENDER,Beefender,Beefender,NO,front,graphics/pokemon/beefender/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/beefender/front.png
SPECIES_BEEFENDER,Beefender,Beefender,NO,back,graphics/pokemon/beefender/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/beefender/back.png
SPECIES_BEEFENDER,Beefender,Beefender,NO,icon,graphics/pokemon/beefender/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/beefender/icon.png
SPECIES_BEEFENDER,Beefender,Beefender,NO,normal_palette,graphics/pokemon/beefender/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/beefender/normal.pal
SPECIES_BEEFENDER,Beefender,Beefender,NO,shiny_palette,graphics/pokemon/beefender/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/beefender/shiny.pal
SPECIES_BRONTONANA,Brontonana,Brontonana,NO,front,graphics/pokemon/brontonana/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/brontonana/front.png
SPECIES_BRONTONANA,Brontonana,Brontonana,NO,back,graphics/pokemon/brontonana/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/brontonana/back.png
SPECIES_BRONTONANA,Brontonana,Brontonana,NO,icon,graphics/pokemon/brontonana/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/brontonana/icon.png
SPECIES_BRONTONANA,Brontonana,Brontonana,NO,normal_palette,graphics/pokemon/brontonana/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/brontonana/normal.pal
SPECIES_BRONTONANA,Brontonana,Brontonana,NO,shiny_palette,graphics/pokemon/brontonana/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/brontonana/shiny.pal
SPECIES_BLIZZARD_MAW,Blizzard Maw,Blizzard Maw,NO,front,graphics/pokemon/blizzard_maw/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/blizzard_maw/front.png
SPECIES_BLIZZARD_MAW,Blizzard Maw,Blizzard Maw,NO,back,graphics/pokemon/blizzard_maw/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/blizzard_maw/back.png
SPECIES_BLIZZARD_MAW,Blizzard Maw,Blizzard Maw,NO,icon,graphics/pokemon/blizzard_maw/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/blizzard_maw/icon.png
SPECIES_BLIZZARD_MAW,Blizzard Maw,Blizzard Maw,NO,normal_palette,graphics/pokemon/blizzard_maw/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/blizzard_maw/normal.pal
SPECIES_BLIZZARD_MAW,Blizzard Maw,Blizzard Maw,NO,shiny_palette,graphics/pokemon/blizzard_maw/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/blizzard_maw/shiny.pal
SPECIES_BARIONG,Bariong,Bariong,NO,front,graphics/pokemon/bariong/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bariong/front.png
SPECIES_BARIONG,Bariong,Bariong,NO,back,graphics/pokemon/bariong/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bariong/back.png
SPECIES_BARIONG,Bariong,Bariong,NO,icon,graphics/pokemon/bariong/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bariong/icon.png
SPECIES_BARIONG,Bariong,Bariong,NO,normal_palette,graphics/pokemon/bariong/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bariong/normal.pal
SPECIES_BARIONG,Bariong,Bariong,NO,shiny_palette,graphics/pokemon/bariong/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bariong/shiny.pal
SPECIES_BEWARDEN,Bewarden,Bewarden,NO,front,graphics/pokemon/bewarden/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bewarden/front.png
SPECIES_BEWARDEN,Bewarden,Bewarden,NO,back,graphics/pokemon/bewarden/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bewarden/back.png
SPECIES_BEWARDEN,Bewarden,Bewarden,NO,icon,graphics/pokemon/bewarden/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bewarden/icon.png
SPECIES_BEWARDEN,Bewarden,Bewarden,NO,normal_palette,graphics/pokemon/bewarden/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bewarden/normal.pal
SPECIES_BEWARDEN,Bewarden,Bewarden,NO,shiny_palette,graphics/pokemon/bewarden/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bewarden/shiny.pal
SPECIES_BUBBLEO,Bubbleo,Bubbleo,NO,front,graphics/pokemon/bubbleo/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bubbleo/front.png
SPECIES_BUBBLEO,Bubbleo,Bubbleo,NO,back,graphics/pokemon/bubbleo/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bubbleo/back.png
SPECIES_BUBBLEO,Bubbleo,Bubbleo,NO,icon,graphics/pokemon/bubbleo/icon.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bubbleo/icon.png
SPECIES_BUBBLEO,Bubbleo,Bubbleo,NO,normal_palette,graphics/pokemon/bubbleo/normal.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bubbleo/normal.pal
SPECIES_BUBBLEO,Bubbleo,Bubbleo,NO,shiny_palette,graphics/pokemon/bubbleo/shiny.pal,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/bubbleo/shiny.pal
SPECIES_CASTFORM_SANDY,Castform Sandy,Castform Sandy,NO,front,graphics/pokemon/castform/sandy/front.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/castform/sandy/front.png
SPECIES_CASTFORM_SANDY,Castform Sandy,Castform Sandy,NO,back,graphics/pokemon/castform/sandy/back.png,https://raw.githubusercontent.com/Elite-Redux/eliteredux-source/8bf8bf062e40724cc07569d84c67763f20e4d00e/graphics/pokemon/castform/sandy/back.png
